full_name,created_at,updated_at,size,stargazers_count,language,has_issues,forks_count,archived,open_issues_count,topics,open_issues,description,fork,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_Kubewarden,has_opagatekeeper,contributors_count
deployKF/deployKF,2023-03-14T21:07:43Z,2025-04-03T07:22:49Z,930,416,Shell,True,57,False,63,"argocd,artificial-intelligence,gitops,kubeflow,kubernetes,machine-learning,mlops",63,"deployKF builds machine learning platforms on Kubernetes. We combine the best of Kubeflow, Airflow†, and MLflow† into a complete platform.",False,False,False,False,False,True,False,False,False,False,3
Vikaspogu/openshift-multicluster,2022-06-23T23:14:45Z,2025-04-07T13:10:53Z,11444,33,Smarty,True,12,False,1,"argocd,external-secrets-operator,kustomize,openshift-v4,proxmox,sops",1,Homelab OpenShift Cluster - Deployed on Proxmox and Operated through Kustomize & ArgoCD,False,False,False,False,False,True,False,False,False,False,3
ArthurVardevanyan/HomeLab,2021-11-05T00:41:06Z,2025-04-08T01:54:56Z,54462,19,YAML,True,12,False,1,"homelab,kubernetes,okd,terraform",1,HomeLab Server & Desktop Configuration,False,False,False,False,False,True,False,False,False,False,4
NVIDIA/cloud-native-stack,2020-03-20T16:39:34Z,2025-04-07T02:48:56Z,5079,167,Markdown,True,62,False,5,,5,Run cloud native workloads on NVIDIA GPUs,False,False,False,False,False,True,False,False,False,False,11
patternfly-labs/react-form-wizard,2021-11-04T18:39:26Z,2025-04-08T01:06:05Z,8669,8,TypeScript,True,12,False,24,"patternfly,react,wizard",24,A Patternfly react wizard framework.,False,False,False,False,False,True,False,False,False,False,11
Cloudflare-Mining/Cloudflare-Datamining,2022-06-18T22:21:02Z,2025-04-08T03:18:41Z,1587009,149,HTML,True,20,False,8,"cloudflare,hacktoberfest",8,Public datamining for all things Cloudflare,False,False,False,False,False,False,False,True,False,False,8
cloud-custodian/cloud-custodian,2016-03-01T01:11:20Z,2025-04-07T21:20:50Z,135465,5620,Python,True,1534,False,1476,"aws,azure,cloud,cloud-computing,compliance,gcp,lambda,management,rules-engine,serverless",1476,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,True,False,False,False,504
cloud-custodian/cloud-custodian,2016-03-01T01:11:20Z,2025-04-07T21:20:50Z,135465,5620,Python,True,1534,False,1476,"aws,azure,cloud,cloud-computing,compliance,gcp,lambda,management,rules-engine,serverless",1476,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,True,False,False,False,504
cloud-custodian/cloud-custodian,2016-03-01T01:11:20Z,2025-04-07T21:20:50Z,135465,5620,Python,True,1534,False,1476,"aws,azure,cloud,cloud-computing,compliance,gcp,lambda,management,rules-engine,serverless",1476,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,False,True,False,False,504
cloud-custodian/cloud-custodian,2016-03-01T01:11:20Z,2025-04-07T21:20:50Z,135465,5620,Python,True,1534,False,1476,"aws,azure,cloud,cloud-computing,compliance,gcp,lambda,management,rules-engine,serverless",1476,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,True,False,False,False,504
cloud-custodian/cloud-custodian,2016-03-01T01:11:20Z,2025-04-07T21:20:50Z,135465,5620,Python,True,1534,False,1476,"aws,azure,cloud,cloud-computing,compliance,gcp,lambda,management,rules-engine,serverless",1476,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,True,False,False,False,504
cloud-custodian/cloud-custodian,2016-03-01T01:11:20Z,2025-04-07T21:20:50Z,135465,5620,Python,True,1534,False,1476,"aws,azure,cloud,cloud-computing,compliance,gcp,lambda,management,rules-engine,serverless",1476,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,False,True,False,False,504
huaweicloud/cloud-custodian,2025-02-06T01:22:26Z,2025-04-07T11:54:49Z,55192,8,Python,False,29,False,4,,4,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,True,False,False,False,528
huaweicloud/cloud-custodian,2025-02-06T01:22:26Z,2025-04-07T11:54:49Z,55192,8,Python,False,29,False,4,,4,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,False,True,False,False,528
huaweicloud/cloud-custodian,2025-02-06T01:22:26Z,2025-04-08T07:16:10Z,55209,8,Python,False,29,False,3,,3,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,True,False,False,False,528
huaweicloud/cloud-custodian,2025-02-06T01:22:26Z,2025-04-08T07:16:10Z,55209,8,Python,False,29,False,3,,3,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",False,False,False,False,False,False,False,True,False,False,528
ZUGFeRD/quba-viewer,2021-02-18T08:08:58Z,2025-03-23T03:20:53Z,15686,147,XSLT,True,32,False,69,"e-rechnung,electron,electron-app,electronic-invoices,invoices,invoices-pdf,ubl,viewer,xrechnung,xrechnung-viewer,xslt",69,Quba is a viewer for electronic invoices,False,False,False,False,False,False,False,True,False,False,14
adamjimenez/shiftedit,2015-10-10T13:21:42Z,2024-12-13T04:10:44Z,9658,81,JavaScript,True,18,False,25,,25,ShiftEdit IDE,False,False,False,False,False,False,False,True,False,False,3
igniterealtime/openfire-ofmeet-plugin,2017-06-01T11:13:32Z,2025-01-23T04:58:09Z,150217,47,Java,True,44,False,31,,31,Provides an HTTP Online Meeting solution for Openfire using Jitsi Meet.,False,False,False,False,False,False,False,True,False,False,7
sphenlee/waterwheel,2020-08-17T12:01:46Z,2025-03-19T03:34:27Z,1715,74,Rust,True,10,False,8,,8,A workflow scheduler based on petri-nets,False,True,False,False,False,False,False,False,False,False,2
star3am/hashiqube,2023-07-06T21:44:54Z,2025-04-04T23:35:41Z,180931,113,JavaScript,True,56,False,0,"airflow,ansible,ansible-project,boundary,consul,dbt,devops,gitlab,hashicorp,hashiqube,jenkins,minikube,nomad,packer,terraform,vagrant,vault,waypoint",0,HashiQube - The Ultimate Hands on DevOps Lab running All the HashiCorp Products in a Github Codespace or a Docker Container using Vagrant or Docker Compose,False,False,True,False,False,False,False,False,False,False,10
suzuki-shunsuke/tfaction,2022-01-17T12:40:25Z,2025-04-07T01:18:34Z,27045,317,TypeScript,True,43,False,50,"github-actions,oss,terraform",50,Framework for Monorepo to build high level Terraform Workflows by GitHub Actions,False,True,False,False,False,False,False,False,False,False,28
kata-containers/kata-containers,2017-12-07T05:01:12Z,2025-04-08T02:15:53Z,77872,5999,Rust,True,1086,False,1579,"acrn,containers,cri,cri-o,docker,firecracker,k8s,kubernetes,kvm,oci,qemu,security,virtual-machine,virtualization",1579,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",False,True,False,False,False,False,False,False,False,False,435
diranetafen/cursus-devops,2019-12-20T11:28:55Z,2025-04-07T11:58:44Z,8827,63,Shell,True,212,False,0,,0,repo used for devops cursus training,False,False,False,False,False,True,False,False,False,False,19
controlplaneio/simulator,2019-06-03T18:21:40Z,2025-04-07T10:36:07Z,16186,946,Python,True,100,False,19,,19,Kubernetes Security Training Platform - focusing on security mitigation,False,False,False,False,False,True,False,False,False,False,24
spinnaker/spinnaker.io,2020-06-03T22:53:58Z,2025-04-01T00:16:27Z,81063,20,HTML,True,138,False,18,,18,spinnaker.io website content,False,False,False,False,False,True,False,False,False,False,102
aws/aws-app-mesh-examples,2018-11-23T19:27:28Z,2025-04-02T08:33:34Z,26899,865,Shell,True,394,False,35,"app-mesh,aws,service-mesh",35,AWS App Mesh is a service mesh that you can use with your microservices to manage service to service communication.,False,False,False,False,False,True,False,False,False,False,113
crossplane-contrib/provider-upjet-aws,2022-10-04T13:32:46Z,2025-04-06T10:04:22Z,81297,166,Go,True,155,False,99,,99,AWS Provider for Crossplane.,False,False,False,False,False,True,False,False,False,False,87
aws-samples/observability-with-amazon-opensearch,2022-04-26T10:45:23Z,2024-12-23T16:22:42Z,85114,83,Python,True,38,False,1,"amazon-web-services,aws,aws-cloudformation,aws-eks,cloudformation,eks,fluentbit,kubernetes,microservices,observability,observability-demo,opensearch,opensearch-dashboards,opentelemetry,opentelemetry-collector",1,This repository contains a microservice-based Sample App demonstrating observability capabilities in the Amazon OpenSearch Service.,False,False,False,False,False,True,False,False,False,False,15
cloudavail/snippets,2013-09-15T00:40:49Z,2024-01-29T08:13:16Z,27679,42,JavaScript,True,23,False,39,,39,,False,False,False,False,False,True,False,False,False,False,21
kubewarden/helm-charts,2021-03-03T11:18:23Z,2025-04-07T12:45:50Z,1995,27,Smarty,True,16,False,15,hacktoberfest,15,Helm charts for the Kubewarden project,False,False,False,False,False,True,False,False,True,False,23
herrfeder/AI_Cybersecurity_IDS_PoC,2020-11-20T05:39:37Z,2025-04-03T16:15:13Z,110967,10,Jupyter Notebook,True,6,False,0,"circleci,cloudformation,cyber-security,dash,docker-container,intrusion-detection,keras,kubernetes,machine-learning,plotly,python,scikit-learn,tensorflow,zeek",0,Winning Contribution of Michael Schwabe and David Lassig to BWI Data Analytics Hackathon 2020 in the Category Cyber Security. Proof of Concept Intrusion Detection using Zeek with selfmade MachineLearning in a nice WebApp.,False,False,False,False,False,True,False,False,False,False,2
spidernet-io/egressgateway,2022-10-24T07:14:58Z,2025-04-03T05:52:32Z,29200,233,Go,True,22,False,42,"egress,egress-gateway,kubernetes,networking",42,Layer4 egress gateway for Kubernetes,False,False,False,False,False,True,False,False,False,False,17
tenable/terrascan,2017-09-11T03:11:10Z,2025-04-08T04:20:16Z,16073,4891,Go,True,517,False,282,"architecture,aws,aws-security,azure-security,cloud-security,cloudsecurity,devops,devsecops,gcp-security,iac,infrastructure,infrastructure-as-code,kubernetes,sast,scans,security,security-tools,security-violations,terraform,terrascan",282,Detect compliance and security violations across Infrastructure as Code to mitigate risk before provisioning cloud native infrastructure.,False,True,False,False,False,False,False,False,False,False,91
terraform-in-action/manning-code,2019-05-31T12:44:49Z,2025-04-07T09:07:17Z,21758,221,HCL,True,246,False,5,,5,,False,False,True,False,False,False,False,False,False,False,15
teslamotors/coreboot,2020-01-08T19:33:02Z,2025-02-12T13:57:28Z,126310,126,C,True,25,False,1,,1,Coreboot sources,False,False,True,False,False,False,False,False,False,False,627
tfxor/terraform-aws-automation-demo,2018-08-07T12:44:04Z,2024-08-18T15:11:14Z,136,16,HCL,True,10,False,0,"automation,aws,containers,continuous-delivery,continuous-deployment,continuous-integration,continuous-testing,devops,infrastructure,orchestration,serverless,terraform",0,Terraform Automation Demo using AWS Cloud Provider,False,False,True,False,False,False,False,False,False,False,8
thexa4/source-pbr,2019-01-22T11:07:57Z,2025-02-23T05:57:46Z,514053,130,C++,True,26,False,7,"pbr,shader,source-engine",7,Source Engine Physically Based Rendering implementation,False,False,True,False,False,False,False,False,False,False,21
kondukto-io/kntrl,2024-01-17T21:41:06Z,2025-04-08T04:09:43Z,6610,73,C,True,5,False,3,,3,"kntrl is an eBPF based runtime agent that monitors and prevents anomalous behaviour defined by you on your pipeline. kntrl achieves this by monitoring kernel calls, and denying access as soon as your defined behaviour is detected. For more: https://kntrl.dev",False,True,False,False,False,False,False,False,False,False,4
konflux-ci/konflux-test,2022-03-15T11:31:24Z,2025-04-03T18:46:15Z,590,6,Shell,True,26,False,13,,13,Konflux-test repository,False,True,False,False,False,False,False,False,False,False,29
kubescape/regolibrary,2021-09-01T05:54:13Z,2025-04-07T19:25:43Z,7658,124,Open Policy Agent,True,51,False,15,"compliance,kubernetes,kubescape,opa,security",15,The regolibrary package contains the controls Kubescape uses for detecting misconfigurations in Kubernetes manifests.,False,True,False,False,False,False,False,False,False,False,41
kubeshield/bpf-opa-demo,2019-08-02T09:51:21Z,2025-02-18T12:20:36Z,16141,33,Go,True,5,False,8,,8,,False,True,False,False,False,False,False,False,False,False,3
kubev2v/forklift,2022-09-08T10:27:58Z,2025-04-07T15:50:44Z,55387,70,Go,True,49,False,78,"kubernetes,kubevirt,migration,openstack,ova,ovf,ovirt,virt-v2v,vmware,vsphere",78,"Toolkit for migrating VMs from VMware, OVA, oVirt and OpenStack to KubeVirt",False,True,False,False,False,False,False,False,False,False,35
kubewarden/policy-evaluator,2021-04-22T09:10:53Z,2025-04-02T06:50:41Z,1894,16,Rust,True,9,False,22,hacktoberfest,22,"Crate used by Kubewarden that is able to evaluate policies with a given input, request to evaluate and settings.",False,True,False,False,False,False,False,False,False,False,12
DaoCloud/dce-charts-repackage,2022-08-04T03:46:54Z,2025-04-07T08:25:33Z,51265,12,Mustache,True,29,False,918,,918,helm repo add daocloud https://daocloud.github.io/dce-charts-repackage/,False,False,False,False,False,True,False,False,False,False,49
jpbarto/private-eks-cluster,2019-08-24T22:13:26Z,2024-09-03T05:11:16Z,97,48,Shell,True,33,False,2,,2,"CloudFormation template and associated shell script to create a VPC, an EKS cluster, and a worker node group all without internet connectivity.",False,False,False,False,False,True,False,False,False,False,3
metio/kube-custom-resources-rs,2023-11-01T13:42:17Z,2025-04-06T20:15:20Z,75644,30,Rust,True,7,False,3,"custom-resource,custom-resource-definition,kubernetes",3,Kubernetes Custom Resource Bindings for Rust,False,False,False,False,False,True,False,False,False,False,4
metio/kube-custom-resources-rs,2023-11-01T13:42:17Z,2025-04-06T20:15:20Z,75644,30,Rust,True,7,False,3,"custom-resource,custom-resource-definition,kubernetes",3,Kubernetes Custom Resource Bindings for Rust,False,False,False,True,False,False,False,False,False,True,4
metio/kube-custom-resources-rs,2023-11-01T13:42:17Z,2025-04-06T20:15:20Z,75644,30,Rust,True,7,False,3,"custom-resource,custom-resource-definition,kubernetes",3,Kubernetes Custom Resource Bindings for Rust,False,False,False,False,False,True,False,False,False,False,4
metio/kube-custom-resources-rs,2023-11-01T13:42:17Z,2025-04-06T20:15:20Z,75644,30,Rust,True,7,False,3,"custom-resource,custom-resource-definition,kubernetes",3,Kubernetes Custom Resource Bindings for Rust,False,False,False,True,False,False,False,False,False,True,4
mattclay/aws-terminator,2019-05-07T13:33:30Z,2024-12-06T16:38:08Z,608,25,Python,True,50,False,8,,8,An AWS Lambda function for cleaning up AWS resources.,False,False,False,False,False,True,False,False,False,False,57
awslabs/crossplane-on-eks,2022-03-05T09:28:48Z,2025-04-04T02:07:17Z,6466,360,HCL,True,112,False,26,"aws,crossplane,crossplane-provider,terrajet",26,Crossplane bespoke composition blueprints for AWS resources,False,False,False,False,False,True,False,False,False,False,31
awslabs/crossplane-on-eks,2022-03-05T09:28:48Z,2025-04-04T02:07:17Z,6466,360,HCL,True,112,False,26,"aws,crossplane,crossplane-provider,terrajet",26,Crossplane bespoke composition blueprints for AWS resources,False,False,False,True,False,False,False,False,False,True,31
awslabs/crossplane-on-eks,2022-03-05T09:28:48Z,2025-04-04T02:07:17Z,6466,360,HCL,True,112,False,26,"aws,crossplane,crossplane-provider,terrajet",26,Crossplane bespoke composition blueprints for AWS resources,False,False,False,False,False,True,False,False,False,False,31
awslabs/crossplane-on-eks,2022-03-05T09:28:48Z,2025-04-04T02:07:17Z,6466,360,HCL,True,112,False,26,"aws,crossplane,crossplane-provider,terrajet",26,Crossplane bespoke composition blueprints for AWS resources,False,False,False,True,False,False,False,False,False,True,31
h3mmy/bloopySphere,2021-10-27T19:05:13Z,2025-04-07T12:34:41Z,23066,62,HCL,True,6,False,76,"gitops,k8s-at-home,kubernetes",76,My home cluster. ,False,False,False,False,False,True,False,False,False,False,7
banzaicloud/pipeline,2017-10-29T18:07:56Z,2025-03-25T01:08:41Z,104500,1501,Go,True,162,False,128,"container-management,containers,golang,kubernetes,microservices,monitoring",128,"Banzai Cloud Pipeline is a solution-oriented application platform which allows enterprises to develop, deploy and securely scale container-based applications in multi- and hybrid-cloud environments.",False,False,False,False,False,True,False,False,False,False,43
awslabs/idf-modules,2023-03-10T15:00:31Z,2025-04-04T02:07:24Z,1500,26,Python,True,13,False,15,,15,Industry Data Framework (IDF) IAC modules repository,False,False,False,False,False,True,False,False,False,False,15
pulumi/pulumi,2016-10-31T21:02:47Z,2025-04-07T21:39:55Z,163874,22795,Go,True,1179,False,2297,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",2297,Pulumi - Infrastructure as Code in any programming language 🚀,False,False,False,True,False,False,False,False,False,False,314
pulumi/pulumi,2016-10-31T21:02:47Z,2025-04-07T21:39:55Z,163874,22795,Go,True,1179,False,2297,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",2297,Pulumi - Infrastructure as Code in any programming language 🚀,False,False,False,True,False,False,False,False,False,False,314
pulumi/pulumi,2016-10-31T21:02:47Z,2025-04-07T21:39:55Z,163874,22795,Go,True,1179,False,2297,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",2297,Pulumi - Infrastructure as Code in any programming language 🚀,False,False,False,True,False,False,False,False,False,False,314
pulumi/pulumi,2016-10-31T21:02:47Z,2025-04-08T09:55:46Z,164168,22798,Go,True,1179,False,2300,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",2300,Pulumi - Infrastructure as Code in any programming language 🚀,False,False,False,True,False,False,False,False,False,False,314
pulumi/pulumi,2016-10-31T21:02:47Z,2025-04-08T09:55:46Z,164168,22798,Go,True,1179,False,2300,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",2300,Pulumi - Infrastructure as Code in any programming language 🚀,False,False,False,True,False,False,False,False,False,False,314
pulumi/pulumi,2016-10-31T21:02:47Z,2025-04-08T09:55:46Z,164168,22798,Go,True,1179,False,2300,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",2300,Pulumi - Infrastructure as Code in any programming language 🚀,False,False,False,True,False,False,False,False,False,False,314
pulumi/pulumi-self-hosted-installers,2019-11-21T23:08:25Z,2025-04-04T16:46:35Z,2562,45,TypeScript,True,9,False,29,,29,Repository for getting started with self-hosted Pulumi Service.,False,False,False,True,False,False,False,False,False,False,23
pulumi/examples,2017-10-27T19:50:31Z,2025-04-08T04:26:13Z,155029,2459,TypeScript,True,878,False,158,"aws,azure,gcp,kubernetes,serverless",158,"Infrastructure, containers, and serverless apps to AWS, Azure, GCP, and Kubernetes... all deployed with Pulumi",False,False,False,True,False,False,False,False,False,False,187
pulumi/examples,2017-10-27T19:50:31Z,2025-04-08T04:26:13Z,155029,2459,TypeScript,True,878,False,158,"aws,azure,gcp,kubernetes,serverless",158,"Infrastructure, containers, and serverless apps to AWS, Azure, GCP, and Kubernetes... all deployed with Pulumi",False,False,False,True,False,False,False,False,False,False,187
pulumi/examples,2017-10-27T19:50:31Z,2025-04-08T10:23:46Z,155040,2459,TypeScript,True,878,False,155,"aws,azure,gcp,kubernetes,serverless",155,"Infrastructure, containers, and serverless apps to AWS, Azure, GCP, and Kubernetes... all deployed with Pulumi",False,False,False,True,False,False,False,False,False,False,187
pulumi/examples,2017-10-27T19:50:31Z,2025-04-08T10:23:46Z,155040,2459,TypeScript,True,878,False,155,"aws,azure,gcp,kubernetes,serverless",155,"Infrastructure, containers, and serverless apps to AWS, Azure, GCP, and Kubernetes... all deployed with Pulumi",False,False,False,True,False,False,False,False,False,False,187
pulumi/pulumi-policy,2019-05-23T22:47:52Z,2025-03-19T19:18:32Z,627,35,TypeScript,True,5,False,62,"javascript,policy,policy-as-code,pulumi,python,typescript",62,"Pulumi's Policy as Code SDK, CrossGuard. Define infrastructure checks in code to enforce security, compliance, cost, and other practices, enforced at deployment time.",False,False,False,True,False,False,False,False,False,False,23
pulumi/docs,2017-09-21T15:27:51Z,2025-04-08T01:51:36Z,2329537,134,HTML,True,238,False,563,,563,All things Pulumi docs!,False,False,False,True,False,False,False,False,False,False,435
pulumi/docs,2017-09-21T15:27:51Z,2025-04-08T01:51:36Z,2329537,134,HTML,True,238,False,563,,563,All things Pulumi docs!,False,False,False,True,False,False,False,False,False,False,435
pulumi/docs,2017-09-21T15:27:51Z,2025-04-08T10:12:53Z,2329537,134,HTML,True,238,False,564,,564,All things Pulumi docs!,False,False,False,True,False,False,False,False,False,False,435
pulumi/docs,2017-09-21T15:27:51Z,2025-04-08T10:12:53Z,2329537,134,HTML,True,238,False,564,,564,All things Pulumi docs!,False,False,False,True,False,False,False,False,False,False,435
deckhouse/deckhouse,2019-10-17T12:11:57Z,2025-04-08T04:19:23Z,168487,1149,Go,True,125,False,907,"kubernetes,kubernetes-distribution,kubernetes-platform",907,Kubernetes platform from Flant,False,False,False,True,False,False,False,False,False,True,187
open-policy-agent/frameworks,2019-03-05T00:28:33Z,2025-04-07T20:04:09Z,78481,120,Go,True,53,False,21,,21,,False,True,False,False,False,False,False,False,False,False,35
open-policy-agent/frameworks,2019-03-05T00:28:33Z,2025-04-07T20:04:09Z,78481,120,Go,True,53,False,21,,21,,False,False,False,True,False,False,False,False,False,True,35
open-policy-agent/frameworks,2019-03-05T00:28:33Z,2025-04-07T20:04:09Z,78481,120,Go,True,53,False,21,,21,,False,True,False,False,False,False,False,False,False,False,35
open-policy-agent/frameworks,2019-03-05T00:28:33Z,2025-04-07T20:04:09Z,78481,120,Go,True,53,False,21,,21,,False,False,False,True,False,False,False,False,False,True,35
open-policy-agent/gatekeeper,2018-10-26T21:05:57Z,2025-04-07T20:59:25Z,176885,3838,Go,True,787,False,148,"admission,cncf,gatekeeper,hacktoberfest,kubernetes,mutation,opa,policy,policy-engine,security,validation",148,🐊 Gatekeeper - Policy Controller for Kubernetes,False,True,False,False,False,False,False,False,False,False,236
open-policy-agent/gatekeeper,2018-10-26T21:05:57Z,2025-04-07T20:59:25Z,176885,3838,Go,True,787,False,148,"admission,cncf,gatekeeper,hacktoberfest,kubernetes,mutation,opa,policy,policy-engine,security,validation",148,🐊 Gatekeeper - Policy Controller for Kubernetes,False,False,False,True,False,False,False,False,False,True,236
open-policy-agent/gatekeeper,2018-10-26T21:05:57Z,2025-04-07T20:59:25Z,176885,3838,Go,True,787,False,148,"admission,cncf,gatekeeper,hacktoberfest,kubernetes,mutation,opa,policy,policy-engine,security,validation",148,🐊 Gatekeeper - Policy Controller for Kubernetes,False,True,False,False,False,False,False,False,False,False,236
open-policy-agent/gatekeeper,2018-10-26T21:05:57Z,2025-04-07T20:59:25Z,176885,3838,Go,True,787,False,148,"admission,cncf,gatekeeper,hacktoberfest,kubernetes,mutation,opa,policy,policy-engine,security,validation",148,🐊 Gatekeeper - Policy Controller for Kubernetes,False,False,False,True,False,False,False,False,False,True,236
RafaySystems/getstarted,2021-11-20T00:24:15Z,2025-03-11T15:13:06Z,18985,11,HCL,True,24,False,3,,3,Repo for Getting Started,False,False,False,True,False,False,False,False,False,True,10
elastisys/compliantkubernetes-apps,2020-10-30T12:42:20Z,2025-04-07T16:52:37Z,11524,50,Shell,True,10,False,223,,223,"Elastisys Compliant Kubernetes is an open source, Certified Kubernetes distribution designed according to the ISO27001 controls: providing you with security tooling and observability from day one.",False,False,False,True,False,False,False,False,False,True,43
thoth-station/thoth-application,2020-02-26T10:46:01Z,2024-01-12T18:12:07Z,8573,12,Open Policy Agent,True,22,False,46,"argocd,argocd-application,cd,continuous-deployment,hacktoberfest,hacktoberfest2020,sops,thoth",46,Thoth-Station ArgoCD Applications,False,True,False,False,False,False,False,False,False,False,24
leancloud/satori,2016-08-31T09:13:02Z,2025-04-03T16:42:20Z,9849,234,Python,True,74,False,25,"monitoring,open-falcon,riemann",25,Satori 是一个 LeanCloud 维护的监控系统，inspired by Open-Falcon,False,False,True,False,False,False,False,False,False,False,5
losvedir/transit-lang-cmp,2022-10-01T23:52:04Z,2025-02-12T22:10:41Z,175,429,Elixir,True,27,False,26,,26,Programming language comparison by reimplementing the same transit data app,False,False,True,False,False,False,False,False,False,False,3
haraldkoch/kochhaus-home,2021-06-03T19:06:41Z,2025-04-07T13:20:29Z,17276,136,YAML,True,14,False,7,"ansible,gitops,helm,k8s-at-home,kubernetes",7,Experimental homelab configuration for running things on kubernetes,False,False,False,False,False,True,False,False,False,False,5
oscal-compass/compliance-to-policy,2023-03-31T20:38:36Z,2025-04-03T00:54:41Z,2446,24,Go,True,19,False,12,,12,Compliance-to-Policy (C2P) provides the framework to bridge the gap between compliance and policy administration.,False,False,False,False,False,True,False,False,False,False,6
iits-consulting/charts,2023-04-27T15:30:25Z,2025-03-29T11:03:27Z,2520,16,Smarty,True,7,False,3,"argocd,charts,gitops,helm,iits-consulting,otc",3,Common helm charts we use,False,False,False,False,False,True,False,False,False,False,21
komodorio/komoplane,2023-05-22T20:47:28Z,2025-04-03T13:37:24Z,724,307,TypeScript,True,27,False,19,"crossplane,gui,kubernetes,troubleshooting,ui",19,🍨 Crossplane Troubleshooting Tool by Komodor,False,False,False,False,False,True,False,False,False,False,13
mesosphere/kommander-applications,2021-09-22T12:16:33Z,2025-04-07T14:54:40Z,8475,14,Go,False,22,False,40,,40,,False,False,False,True,False,False,False,False,False,True,70
openshift/gatekeeper,2020-09-23T14:39:39Z,2025-02-09T01:21:28Z,28435,7,Go,True,8,False,1,,1,Gatekeeper is a validating (mutating TBA) webhook that enforces CRD-based policies executed by Open Policy Agent,False,True,False,False,False,False,False,False,False,False,66
openshift/gatekeeper,2020-09-23T14:39:39Z,2025-02-09T01:21:28Z,28435,7,Go,True,8,False,1,,1,Gatekeeper is a validating (mutating TBA) webhook that enforces CRD-based policies executed by Open Policy Agent,False,False,False,True,False,False,False,False,False,True,66
openshift/gatekeeper,2020-09-23T14:39:39Z,2025-02-09T01:21:28Z,28435,7,Go,True,8,False,1,,1,Gatekeeper is a validating (mutating TBA) webhook that enforces CRD-based policies executed by Open Policy Agent,False,True,False,False,False,False,False,False,False,False,66
openshift/gatekeeper,2020-09-23T14:39:39Z,2025-02-09T01:21:28Z,28435,7,Go,True,8,False,1,,1,Gatekeeper is a validating (mutating TBA) webhook that enforces CRD-based policies executed by Open Policy Agent,False,False,False,True,False,False,False,False,False,True,66
erkules/k8sworkshop,2018-05-26T17:54:18Z,2025-03-27T01:28:43Z,1517,53,Smarty,True,24,False,0,,0,,False,False,False,False,False,True,False,False,False,False,6
erkules/k8sworkshop,2018-05-26T17:54:18Z,2025-03-27T01:28:43Z,1517,53,Smarty,True,24,False,0,,0,,False,False,False,True,False,False,False,False,False,True,6
erkules/k8sworkshop,2018-05-26T17:54:18Z,2025-03-27T01:28:43Z,1517,53,Smarty,True,24,False,0,,0,,False,False,False,False,False,True,False,False,False,False,6
erkules/k8sworkshop,2018-05-26T17:54:18Z,2025-03-27T01:28:43Z,1517,53,Smarty,True,24,False,0,,0,,False,False,False,True,False,False,False,False,False,True,6
open-policy-agent/cert-controller,2020-07-06T13:36:37Z,2025-04-07T18:22:49Z,274,99,Go,True,42,False,28,"certificate-generation,kubernetes",28,,False,False,False,True,False,False,False,False,False,True,24
